user_id,month_id,age,avg_monthly_revenue,bnpl_amount,bnpl_default,repayment_days_delay,bnpl_repeat_count,direct_channel_usage_share,recent_recharge_freq,bundle_purchase_count,app_version
100019,1,61,154133,225133,0,0,1,43.19,3,3,8.1
100019,2,61,157580,235662,0,0,0,61.84,1,3,8.1
100019,3,61,162109,189267,0,0,2,52.03,5,3,8.1
100019,4,61,127380,217558,1,18,0,64.03,6,2,8.0
100019,5,61,101371,100017,0,0,0,80.8,1,4,8.1
100020,1,47,204535,146481,0,0,1,70.08,3,5,8.2
100020,2,47,148954,259713,0,0,2,22.45,2,1,8.1
100020,3,47,215921,201546,0,0,0,13.61,1,2,8.1
100020,4,47,166632,293464,0,0,1,39.33,2,2,8.2
100020,5,47,154356,151265,0,0,1,70.48,1,2,8.1
100021,1,55,89752,327607,0,0,0,57.13,2,3,8.2
100021,2,55,93162,334769,0,0,0,87.86,3,1,8.1
100021,3,55,92400,167754,0,0,1,52.99,1,4,8.2
100021,4,55,91697,177278,1,14,1,50.41,4,0,8.1
100021,5,55,76226,262600,0,0,0,31.44,3,0,8.1
100022,1,19,87385,0,0,0,0,33.7,2,0,9.0
100022,2,19,106720,0,0,0,0,26.58,5,2,8.2
100022,3,19,93866,0,0,0,0,53.2,3,1,9.0
100022,4,19,120699,0,0,0,0,7.95,4,1,9.0
100022,5,19,128209,0,0,0,0,83.58,6,1,8.2
100023,1,38,143865,0,0,0,0,92.01,4,3,8.1
100023,2,38,140212,0,0,0,0,53.06,2,2,8.0
100023,3,38,133702,0,0,0,0,16.32,3,1,8.1
100023,4,38,160853,0,0,0,0,85.05,1,2,8.0
100023,5,38,101728,0,0,0,0,54.06,5,1,8.1
100024,1,50,111470,206288,1,23,1,62.6,6,2,9.0
100024,2,50,173383,153207,0,0,0,88.12,3,1,8.2
100024,3,50,110474,176907,0,0,0,81.43,5,2,9.0
100024,4,50,146932,254458,0,0,0,34.9,2,0,8.2
100024,5,50,151133,229896,0,0,0,70.24,3,1,8.2
100025,1,29,91875,222764,0,0,0,67.13,1,8,8.2
100025,2,29,95595,224889,0,0,0,29.7,1,2,8.2
100025,3,29,153720,253125,0,0,1,55.7,4,2,8.2
100025,4,29,110351,245625,0,0,1,92.01,1,0,8.1
100025,5,29,110881,234470,0,0,2,53.2,0,2,8.2
100026,1,39,49792,182588,0,0,0,31.55,4,1,8.2
100026,2,39,46149,284219,0,0,2,52.97,3,0,8.2
100026,3,39,58276,175754,0,0,1,92.38,2,0,9.0
100026,4,39,44435,156562,0,0,2,28.51,2,1,8.2
100026,5,39,38086,171811,0,0,1,72.29,2,0,9.0
100027,1,61,80531,140439,0,0,1,43.05,5,3,9.0
100027,2,61,56965,229179,0,0,2,72.09,3,3,8.2
100027,3,61,60886,199322,0,0,1,34.74,2,3,8.2
100027,4,61,77170,256433,0,0,1,18.08,2,2,9.0
100027,5,61,69350,77681,1,26,2,13.9,3,3,8.2
100028,1,42,193144,0,0,0,0,52.24,2,6,9.0
100028,2,42,186510,0,0,0,0,69.92,1,4,9.0
100028,3,42,154268,0,0,0,0,25.08,2,6,9.0
100028,4,42,190899,0,0,0,0,74.17,3,3,9.0
100028,5,42,169692,0,0,0,0,39.63,3,2,9.0
100029,1,44,155524,0,0,0,0,39.75,0,2,9.0
100029,2,44,178303,0,0,0,0,22.98,1,3,9.0
100029,3,44,137300,0,0,0,0,29.2,3,0,9.0
100029,4,44,192231,0,0,0,0,84.49,1,2,9.0
100029,5,44,188906,0,0,0,0,71.29,0,2,9.0
100030,1,59,118909,244282,0,0,2,82.93,7,2,8.0
100030,2,59,83192,239569,0,0,0,70.07,3,1,8.1
100030,3,59,137025,179684,0,0,2,27.18,1,2,8.1
100030,4,59,124458,190678,1,24,1,82.61,4,3,8.1
100030,5,59,116398,150862,0,0,0,69.53,6,1,8.0
100031,1,45,157331,0,0,0,0,50.31,4,2,8.1
100031,2,45,148694,0,0,0,0,24.71,6,0,8.2
100031,3,45,153357,0,0,0,0,22.88,1,1,8.1
100031,4,45,180372,0,0,0,0,48.94,2,2,8.2
100031,5,45,149179,0,0,0,0,38.83,2,2,8.1
100032,1,33,85629,0,0,0,0,37.0,4,1,8.2
100032,2,33,87594,0,0,0,0,65.96,1,5,8.1
100032,3,33,87961,0,0,0,0,35.46,4,4,8.1
100032,4,33,81027,0,0,0,0,72.98,8,4,8.2
100032,5,33,87023,0,0,0,0,53.12,3,2,8.1
100033,1,32,101119,179656,1,5,0,56.25,1,3,8.2
100033,2,32,83115,279969,0,0,0,39.17,1,0,8.1
100033,3,32,93779,228393,0,0,2,29.41,2,2,8.2
100033,4,32,124022,160710,0,0,2,23.39,2,1,8.2
100033,5,32,95256,156152,1,19,0,36.95,2,2,8.1
100034,1,64,74799,0,0,0,0,22.23,4,0,8.2
100034,2,64,73274,0,0,0,0,30.46,2,1,8.2
100034,3,64,70434,0,0,0,0,95.58,4,4,9.0
100034,4,64,108149,0,0,0,0,75.28,4,2,9.0
100034,5,64,100076,0,0,0,0,35.68,1,1,8.2
100035,1,61,76221,0,0,0,0,37.29,0,0,8.2
100035,2,61,97531,0,0,0,0,75.43,14,1,8.1
100035,3,61,111864,0,0,0,0,86.09,7,1,8.1
100035,4,61,93928,0,0,0,0,28.9,5,1,8.1
100035,5,61,87533,0,0,0,0,75.16,2,1,8.2
100036,1,20,189305,192074,0,0,1,13.97,2,0,9.0
100036,2,20,101188,166090,0,0,2,29.67,5,0,9.0
100036,3,20,197629,175677,0,0,0,28.75,4,1,9.0
100036,4,20,142956,175856,0,0,1,86.42,2,2,8.2
100036,5,20,169105,301713,0,0,0,55.78,4,4,9.0
100037,1,54,77177,0,0,0,0,72.0,1,4,8.1
100037,2,54,83884,0,0,0,0,83.23,2,6,8.2
100037,3,54,78881,0,0,0,0,35.86,4,4,8.2
100037,4,54,92703,0,0,0,0,64.5,4,1,8.1
100037,5,54,98474,0,0,0,0,46.02,5,1,8.1
100038,1,24,217147,0,0,0,0,56.62,1,2,9.0
100038,2,24,139136,0,0,0,0,11.93,2,3,9.0
100038,3,24,191597,0,0,0,0,75.94,3,2,9.0
100038,4,24,212320,0,0,0,0,40.75,2,3,9.0
100038,5,24,217578,0,0,0,0,46.82,4,1,9.0
100039,1,38,124961,217690,0,0,1,44.19,1,0,9.0
100039,2,38,125210,162284,0,0,0,29.68,3,5,9.0
100039,3,38,131955,92040,0,0,1,84.58,3,1,9.0
100039,4,38,137536,179688,0,0,2,53.71,2,3,9.0
100039,5,38,159946,209341,0,0,2,36.33,4,3,9.0
100040,1,26,124849,123993,1,1,1,48.14,5,0,8.2
100040,2,26,134546,157450,0,0,1,44.78,5,0,8.1
100040,3,26,122073,136827,0,0,1,56.04,6,3,8.2
100040,4,26,162323,178262,0,0,1,43.09,2,2,8.2
100040,5,26,177736,145586,1,14,2,32.37,1,5,8.2
100041,1,56,105988,0,0,0,0,47.15,4,2,8.0
100041,2,56,136490,0,0,0,0,54.85,0,1,8.1
100041,3,56,155489,0,0,0,0,72.0,6,1,8.0
100041,4,56,150550,0,0,0,0,45.65,0,2,8.0
100041,5,56,150311,0,0,0,0,77.29,3,2,8.1
100042,1,35,128509,192484,0,0,2,57.18,1,2,9.0
100042,2,35,174482,288758,0,0,0,54.31,8,0,9.0
100042,3,35,152065,259868,0,0,2,47.47,5,2,9.0
100042,4,35,181538,209901,0,0,2,61.59,3,2,9.0
100042,5,35,166967,185291,0,0,0,43.98,4,1,9.0
100043,1,21,82466,0,0,0,0,64.79,4,3,9.0
100043,2,21,97890,0,0,0,0,92.22,2,2,9.0
100043,3,21,105496,0,0,0,0,46.84,2,4,9.0
100043,4,21,86823,0,0,0,0,64.98,1,2,9.0
100043,5,21,95775,0,0,0,0,25.72,4,1,9.0
100044,1,42,130646,128970,0,0,2,93.78,3,1,8.1
100044,2,42,176865,193983,0,0,1,18.76,4,1,8.1
100044,3,42,162029,211676,0,0,2,20.31,2,2,8.2
100044,4,42,185813,178247,0,0,2,56.02,1,1,8.1
100044,5,42,176175,137612,0,0,2,90.72,5,1,8.1
100045,1,31,116641,200261,0,0,0,46.46,5,3,8.2
100045,2,31,108457,407395,1,21,1,17.07,3,2,8.1
100045,3,31,104170,158845,1,2,2,47.92,4,5,8.2
100045,4,31,114773,192887,1,21,1,59.59,5,1,8.2
100045,5,31,140758,263069,1,5,2,40.46,4,3,8.2
100046,1,26,115108,288656,0,0,1,46.58,1,2,9.0
100046,2,26,131999,170836,0,0,0,70.81,5,6,9.0
100046,3,26,176414,248231,1,26,1,14.63,6,4,9.0
100046,4,26,187431,239563,0,0,0,22.31,3,1,9.0
100046,5,26,133231,174684,0,0,0,58.6,3,2,9.0
100047,1,43,64752,231248,0,0,1,11.21,0,2,9.0
100047,2,43,93026,191346,0,0,2,31.8,8,1,9.0
100047,3,43,75389,168661,0,0,2,73.63,3,3,9.0
100047,4,43,66506,285953,0,0,2,52.05,1,2,9.0
100047,5,43,88849,232467,0,0,2,22.79,2,1,8.2
100048,1,19,134889,0,0,0,0,68.11,7,1,8.1
100048,2,19,139275,0,0,0,0,17.73,4,0,8.2
100048,3,19,109569,0,0,0,0,19.37,2,1,8.1
100048,4,19,132468,0,0,0,0,11.64,3,4,8.2
100048,5,19,148863,0,0,0,0,41.54,2,4,8.2
100049,1,37,136310,0,0,0,0,83.18,5,1,9.0
100049,2,37,141516,0,0,0,0,33.0,2,1,9.0
100049,3,37,150531,0,0,0,0,40.5,3,1,9.0
100049,4,37,132335,0,0,0,0,31.38,6,1,9.0
100049,5,37,113815,0,0,0,0,45.29,0,5,8.2
100050,1,45,114767,102661,0,0,0,41.22,2,3,9.0
100050,2,45,84601,150166,0,0,2,36.42,5,1,9.0
100050,3,45,98041,95221,0,0,0,76.04,3,1,9.0
100050,4,45,110370,121600,0,0,2,51.39,4,3,9.0
100050,5,45,52476,270005,0,0,2,18.23,2,3,9.0
100051,1,64,134294,0,0,0,0,75.08,3,2,9.0
100051,2,64,135209,0,0,0,0,61.64,5,5,9.0
100051,3,64,107347,0,0,0,0,51.93,4,0,9.0
100051,4,64,135719,0,0,0,0,30.21,2,2,9.0
100051,5,64,133081,0,0,0,0,68.71,2,1,9.0
100052,1,24,167035,0,0,0,0,64.69,4,2,8.2
100052,2,24,195838,0,0,0,0,73.95,3,0,9.0
100052,3,24,188098,0,0,0,0,39.53,4,4,9.0
100052,4,24,182142,0,0,0,0,24.81,3,2,8.2
100052,5,24,140656,0,0,0,0,18.95,3,2,8.2
100053,1,61,98857,60453,0,0,0,41.26,2,1,9.0
100053,2,61,116724,240712,0,0,1,50.34,2,1,9.0
100053,3,61,95924,174961,0,0,0,36.63,4,2,9.0
100053,4,61,122223,335624,0,0,1,61.13,5,1,9.0
100053,5,61,109064,257531,0,0,0,31.81,1,1,9.0
100054,1,25,187028,101366,0,0,1,54.88,1,1,8.0
100054,2,25,125024,164435,0,0,1,53.49,5,3,8.0
100054,3,25,145403,203029,0,0,2,40.93,7,0,8.0
100054,4,25,147513,197878,0,0,0,34.29,2,2,8.0
100054,5,25,162391,195620,0,0,2,51.08,3,3,8.0
100055,1,64,76629,249237,0,0,2,44.97,1,2,9.0
100055,2,64,65396,172961,1,9,0,56.11,4,3,9.0
100055,3,64,91066,196383,0,0,2,38.09,3,3,9.0
100055,4,64,81440,276304,0,0,1,56.03,5,2,9.0
100055,5,64,80093,277111,0,0,1,68.93,1,2,9.0
100056,1,52,164236,0,0,0,0,37.3,1,2,8.2
100056,2,52,186689,0,0,0,0,6.03,4,3,8.2
100056,3,52,153678,0,0,0,0,45.26,3,1,8.2
100056,4,52,177944,0,0,0,0,65.43,5,0,8.1
100056,5,52,160500,0,0,0,0,44.34,4,4,8.1
100057,1,31,130422,198234,0,0,0,75.07,1,4,9.0
100057,2,31,151156,227815,0,0,0,53.3,2,2,9.0
100057,3,31,157563,218033,0,0,2,28.29,3,2,9.0
100057,4,31,136947,215945,0,0,2,64.83,2,4,9.0
100057,5,31,164376,176663,0,0,1,25.46,3,5,9.0
100058,1,34,146694,0,0,0,0,78.72,5,0,8.1
100058,2,34,132597,0,0,0,0,19.37,8,2,8.2
100058,3,34,137326,0,0,0,0,9.22,3,2,8.1
100058,4,34,144048,0,0,0,0,54.11,4,2,8.1
100058,5,34,137930,0,0,0,0,66.58,0,3,8.1
100059,1,53,182655,0,0,0,0,70.01,5,1,9.0
100059,2,53,107570,0,0,0,0,23.16,6,3,9.0
100059,3,53,159871,0,0,0,0,23.05,2,3,9.0
100059,4,53,139634,0,0,0,0,22.51,3,4,9.0
100059,5,53,144884,0,0,0,0,46.54,3,1,9.0
100060,1,57,113823,146071,0,0,2,42.35,4,0,8.1
100060,2,57,138148,164618,0,0,0,49.58,3,3,8.1
100060,3,57,113661,165544,0,0,2,55.65,2,2,8.2
100060,4,57,149950,168420,0,0,0,77.49,0,5,8.2
100060,5,57,151585,111532,0,0,1,74.14,2,0,8.1
100061,1,21,140879,0,0,0,0,31.95,4,2,9.0
100061,2,21,142292,0,0,0,0,27.75,1,1,8.2
100061,3,21,153121,0,0,0,0,31.12,4,2,8.2
100061,4,21,152019,0,0,0,0,35.59,1,0,9.0
100061,5,21,165877,0,0,0,0,30.52,7,3,8.2
100062,1,19,133221,0,0,0,0,73.42,4,2,8.0
100062,2,19,115406,0,0,0,0,58.02,1,1,8.1
100062,3,19,107610,0,0,0,0,55.96,11,1,8.0
100062,4,19,130018,0,0,0,0,13.34,3,2,8.1
100062,5,19,113190,0,0,0,0,41.97,7,3,8.0
100063,1,23,72684,160512,0,0,1,44.93,4,7,9.0
100063,2,23,77150,165030,0,0,2,25.73,2,2,8.2
100063,3,23,81923,174903,0,0,2,22.13,0,2,9.0
100063,4,23,74261,164301,0,0,2,39.87,1,2,9.0
100063,5,23,65170,167446,0,0,2,81.96,4,5,9.0
100064,1,59,169386,0,0,0,0,71.67,2,3,9.0
100064,2,59,164049,0,0,0,0,62.75,4,6,9.0
100064,3,59,113048,0,0,0,0,23.79,3,2,9.0
100064,4,59,115174,0,0,0,0,37.68,4,3,9.0
100064,5,59,117691,0,0,0,0,91.63,4,5,9.0
100065,1,21,109724,0,0,0,0,84.5,3,2,9.0
100065,2,21,124129,0,0,0,0,27.74,4,4,9.0
100065,3,21,89943,0,0,0,0,36.88,6,3,9.0
100065,4,21,99806,0,0,0,0,45.98,0,3,8.2
100065,5,21,86347,0,0,0,0,24.02,0,4,8.2
100066,1,46,109125,0,0,0,0,50.08,6,4,8.2
100066,2,46,97708,0,0,0,0,37.65,3,6,8.2
100066,3,46,76195,0,0,0,0,82.71,3,4,8.2
100066,4,46,59530,0,0,0,0,84.72,3,1,8.2
100066,5,46,100483,0,0,0,0,14.35,1,1,8.2
100067,1,35,127145,169024,0,0,2,29.39,5,2,8.0
100067,2,35,156671,204231,0,0,1,70.03,5,1,8.1
100067,3,35,145216,178922,0,0,1,47.65,7,1,8.0
100067,4,35,100819,187997,0,0,0,55.12,4,2,8.1
100067,5,35,122257,249878,0,0,0,46.27,5,1,8.0
100068,1,43,105697,196842,0,0,0,22.54,2,2,9.0
100068,2,43,100312,112141,0,0,2,48.02,3,2,9.0
100068,3,43,113572,206934,0,0,2,54.85,4,4,9.0
100068,4,43,118348,290818,0,0,2,11.44,1,1,9.0
100068,5,43,141588,165000,0,0,2,22.72,2,4,9.0
100069,1,61,161515,277427,0,0,0,30.34,1,4,8.2
100069,2,61,184567,230873,0,0,2,45.86,6,0,8.2
100069,3,61,140043,258813,1,7,2,70.22,4,3,9.0
100069,4,61,177194,243772,0,0,0,78.7,2,1,9.0
100069,5,61,142207,208890,0,0,0,53.58,3,2,8.2
100070,1,51,83081,169338,0,0,1,91.62,5,1,8.2
100070,2,51,82471,208784,0,0,0,49.96,3,1,8.2
100070,3,51,58156,211659,0,0,2,59.22,2,0,8.2
100070,4,51,108673,248578,0,0,0,53.18,3,2,8.2
100070,5,51,77689,87449,0,0,2,41.77,3,0,8.2
100071,1,27,128238,128506,0,0,1,58.81,3,1,8.2
100071,2,27,103108,211815,0,0,1,17.35,1,2,8.2
100071,3,27,81182,216637,1,24,1,31.82,4,0,8.2
100071,4,27,88124,156639,0,0,2,93.78,5,2,9.0
100071,5,27,108903,217864,1,25,2,83.56,1,1,8.2
100072,1,53,110938,233918,0,0,1,32.64,1,3,8.2
100072,2,53,168182,190265,0,0,1,32.41,1,3,8.2
100072,3,53,119366,271478,1,9,2,6.34,1,0,9.0
100072,4,53,137382,280822,0,0,2,55.16,2,2,8.2
100072,5,53,159115,206089,1,6,2,25.35,5,2,9.0
100073,1,31,137401,0,0,0,0,71.17,2,0,8.1
100073,2,31,143758,0,0,0,0,18.6,4,1,8.1
100073,3,31,103232,0,0,0,0,34.9,1,1,8.1
100073,4,31,122454,0,0,0,0,54.66,1,4,8.1
100073,5,31,149445,0,0,0,0,72.75,1,3,8.1
100074,1,48,72181,0,0,0,0,64.52,4,2,9.0
100074,2,48,79021,0,0,0,0,68.73,1,1,9.0
100074,3,48,77524,0,0,0,0,59.83,3,1,9.0
100074,4,48,90452,0,0,0,0,12.01,5,4,9.0
100074,5,48,70391,0,0,0,0,62.68,3,2,9.0
100075,1,32,101102,188100,0,0,0,4.35,3,3,9.0
100075,2,32,109189,184802,0,0,0,29.1,2,2,9.0
100075,3,32,131351,230839,0,0,1,66.59,2,1,8.2
100075,4,32,97661,124305,0,0,2,50.33,2,2,9.0
100075,5,32,117302,231167,0,0,1,66.69,2,1,8.2
100076,1,25,166297,0,0,0,0,71.2,3,0,9.0
100076,2,25,145529,0,0,0,0,68.83,3,2,9.0
100076,3,25,172499,0,0,0,0,65.48,1,1,9.0
100076,4,25,182305,0,0,0,0,66.25,4,2,9.0
100076,5,25,175658,0,0,0,0,25.35,1,1,9.0
100077,1,31,81121,225695,0,0,2,91.17,2,3,9.0
100077,2,31,106898,213945,0,0,0,46.53,3,5,9.0
100077,3,31,108138,356733,0,0,0,26.92,4,3,9.0
100077,4,31,99607,184371,1,8,0,71.59,4,2,9.0
100077,5,31,110608,191675,0,0,1,25.16,2,1,9.0
100078,1,40,143682,255396,0,0,1,25.74,1,2,8.0
100078,2,40,136062,197414,0,0,1,40.58,1,3,8.0
100078,3,40,117162,212549,1,23,2,53.05,4,4,8.1
100078,4,40,137391,112168,0,0,0,19.49,1,2,8.0
100078,5,40,176571,193904,0,0,1,9.21,5,3,8.0
100079,1,57,88956,164745,0,0,2,22.31,3,0,8.2
100079,2,57,109366,176025,0,0,2,61.55,3,2,8.1
100079,3,57,95069,212827,0,0,2,34.86,1,5,8.2
100079,4,57,83166,197255,0,0,0,86.8,5,3,8.2
100079,5,57,90313,238608,0,0,2,77.42,4,2,8.1
100080,1,38,115604,247699,1,24,1,48.45,5,3,8.0
100080,2,38,127288,191140,1,1,2,61.77,3,4,8.1
100080,3,38,157273,214974,0,0,0,74.08,4,1,8.0
100080,4,38,116847,98316,0,0,0,71.19,3,1,8.0
100080,5,38,94499,215729,1,16,2,39.63,5,2,8.1
100081,1,33,114798,252651,0,0,0,50.61,5,3,8.1
100081,2,33,143034,154512,0,0,0,86.38,4,2,8.1
100081,3,33,126857,237775,1,10,1,86.23,5,0,8.1
100081,4,33,165473,177401,0,0,1,4.29,4,4,8.1
100081,5,33,165642,171166,0,0,2,53.46,3,1,8.0
100082,1,62,123805,0,0,0,0,77.62,2,2,8.2
100082,2,62,139059,0,0,0,0,78.77,4,5,8.2
100082,3,62,127807,0,0,0,0,9.17,3,3,8.2
100082,4,62,162036,0,0,0,0,29.37,4,2,8.2
100082,5,62,138465,0,0,0,0,42.55,2,1,8.2
100083,1,35,179995,235580,0,0,1,51.4,4,2,9.0
100083,2,35,124210,206220,0,0,0,43.11,2,1,9.0
100083,3,35,130801,190807,0,0,1,43.33,0,5,9.0
100083,4,35,170075,230199,0,0,2,94.56,3,1,9.0
100083,5,35,121804,158432,1,2,2,58.42,2,2,9.0
100084,1,64,120323,260862,0,0,0,16.64,3,2,8.1
100084,2,64,156246,189371,0,0,0,77.23,0,3,8.1
100084,3,64,119898,159213,1,1,1,19.1,3,2,8.1
100084,4,64,108669,162497,0,0,1,42.46,0,2,8.0
100084,5,64,146052,195923,0,0,1,56.26,6,2,8.0
100085,1,41,244588,178676,1,24,0,38.18,2,1,8.1
100085,2,41,163933,226308,0,0,1,54.49,1,1,8.2
100085,3,41,220816,197682,0,0,0,65.73,0,3,8.2
100085,4,41,160448,182201,1,12,1,16.5,0,3,8.2
100085,5,41,183415,217670,1,20,0,27.66,3,3,8.2
100086,1,43,72295,0,0,0,0,49.68,0,4,9.0
100086,2,43,64484,0,0,0,0,47.36,5,0,9.0
100086,3,43,82646,0,0,0,0,68.05,4,0,9.0
100086,4,43,56181,0,0,0,0,35.7,4,1,9.0
100086,5,43,75190,0,0,0,0,70.47,4,1,9.0
100087,1,42,131769,0,0,0,0,69.8,5,1,9.0
100087,2,42,126969,0,0,0,0,51.18,2,3,9.0
100087,3,42,121846,0,0,0,0,66.59,2,4,9.0
100087,4,42,140470,0,0,0,0,91.7,0,3,9.0
100087,5,42,109746,0,0,0,0,55.68,5,2,9.0
100088,1,62,67460,0,0,0,0,48.45,5,2,8.2
100088,2,62,89238,0,0,0,0,12.68,3,1,8.2
100088,3,62,85814,0,0,0,0,63.68,1,1,8.2
100088,4,62,59705,0,0,0,0,60.67,6,2,8.2
100088,5,62,72703,0,0,0,0,53.61,2,3,8.2
100089,1,58,72694,249682,0,0,0,76.07,4,2,8.2
100089,2,58,78576,206356,0,0,2,22.07,4,5,9.0
100089,3,58,84798,224193,0,0,1,38.83,4,1,8.2
100089,4,58,85312,246567,0,0,2,96.59,3,0,9.0
100089,5,58,79056,253285,0,0,2,75.62,2,0,9.0
100090,1,46,72896,190962,0,0,1,39.08,4,1,8.2
100090,2,46,94867,202278,0,0,2,40.66,2,1,8.2
